LogID,EmployeeID,CourseName,Status,CompletionDate
900666,666,Cyber Security Essentials 2024,Completed,2025-08-23
900667,667,Cyber Security Essentials 2024,Completed,2025-05-24
900668,668,Cyber Security Essentials 2024,Completed,2026-03-19
900669,669,Cyber Security Essentials 2024,Completed,2025-07-07
900670,670,Cyber Security Essentials 2024,Completed,2026-01-10
900671,671,Cyber Security Essentials 2024,Overdue,
900672,672,Cyber Security Essentials 2024,Overdue,
900673,673,Cyber Security Essentials 2024,Completed,2025-05-15
900674,674,Cyber Security Essentials 2024,Completed,2025-05-27
900675,675,Cyber Security Essentials 2024,Completed,2026-01-30
900676,676,Cyber Security Essentials 2024,In Progress,
900677,677,Cyber Security Essentials 2024,Completed,2025-12-17
900678,678,Cyber Security Essentials 2024,Completed,2026-02-22
900679,679,Cyber Security Essentials 2024,Overdue,
900680,680,Cyber Security Essentials 2024,Completed,2025-08-06
900681,681,Cyber Security Essentials 2024,Completed,2025-12-20
900682,682,Cyber Security Essentials 2024,Completed,2026-03-09
900683,683,Cyber Security Essentials 2024,In Progress,
900684,684,Cyber Security Essentials 2024,Completed,2026-02-22
900685,685,Cyber Security Essentials 2024,Completed,2026-02-04
900686,686,Cyber Security Essentials 2024,Overdue,
900687,687,Cyber Security Essentials 2024,In Progress,
900688,688,Cyber Security Essentials 2024,In Progress,
900689,689,Cyber Security Essentials 2024,Completed,2025-04-25
900690,690,Cyber Security Essentials 2024,Completed,2025-03-31
900691,691,Cyber Security Essentials 2024,Overdue,
900692,692,Cyber Security Essentials 2024,In Progress,
900693,693,Cyber Security Essentials 2024,Overdue,
900694,694,Cyber Security Essentials 2024,In Progress,
900695,695,Cyber Security Essentials 2024,Completed,2025-11-16
900696,696,Cyber Security Essentials 2024,Overdue,
900697,697,Cyber Security Essentials 2024,Completed,2025-05-16
900698,698,Cyber Security Essentials 2024,Completed,2025-11-17
900699,699,Cyber Security Essentials 2024,Completed,2025-10-14
900700,700,Cyber Security Essentials 2024,Completed,2025-04-12
900701,701,Cyber Security Essentials 2024,Overdue,
900702,702,Cyber Security Essentials 2024,Overdue,
900703,703,Cyber Security Essentials 2024,Overdue,
900704,704,Cyber Security Essentials 2024,In Progress,
900705,705,Cyber Security Essentials 2024,In Progress,
900706,706,Cyber Security Essentials 2024,Completed,2025-05-29
900707,707,Cyber Security Essentials 2024,Overdue,
900708,708,Cyber Security Essentials 2024,In Progress,
900709,709,Cyber Security Essentials 2024,Completed,2025-05-26
900710,710,Cyber Security Essentials 2024,Completed,2025-08-23
900711,711,Cyber Security Essentials 2024,Completed,2025-09-26
900712,712,Cyber Security Essentials 2024,In Progress,
900713,713,Cyber Security Essentials 2024,Completed,2026-03-01
900714,714,Cyber Security Essentials 2024,Completed,2026-02-10
900715,715,Cyber Security Essentials 2024,In Progress,
900716,716,Cyber Security Essentials 2024,Completed,2025-09-24
900717,717,Cyber Security Essentials 2024,Completed,2025-08-13
900718,718,Cyber Security Essentials 2024,Completed,2025-08-14
900719,719,Cyber Security Essentials 2024,Completed,2026-02-12
900720,720,Cyber Security Essentials 2024,In Progress,
900721,721,Cyber Security Essentials 2024,Completed,2025-04-27
900722,722,Cyber Security Essentials 2024,Overdue,
900723,723,Cyber Security Essentials 2024,Completed,2025-10-09
900724,724,Cyber Security Essentials 2024,Completed,2025-05-28
900725,725,Cyber Security Essentials 2024,Overdue,
900726,726,Cyber Security Essentials 2024,Completed,2026-02-09
900727,727,Cyber Security Essentials 2024,Completed,2026-02-07
900728,728,Cyber Security Essentials 2024,Completed,2026-02-07
900729,729,Cyber Security Essentials 2024,Completed,2026-01-25
900730,730,Cyber Security Essentials 2024,Completed,2026-03-19
900731,731,Cyber Security Essentials 2024,Completed,2025-12-22
900732,732,Cyber Security Essentials 2024,Completed,2026-01-19
900733,733,Cyber Security Essentials 2024,Completed,2025-06-16
900734,734,Cyber Security Essentials 2024,Completed,2025-09-03
900735,735,Cyber Security Essentials 2024,Completed,2025-04-05
900736,736,Cyber Security Essentials 2024,In Progress,
900737,737,Cyber Security Essentials 2024,Completed,2025-08-26
900738,738,Cyber Security Essentials 2024,Completed,2025-07-30
900739,739,Cyber Security Essentials 2024,Completed,2025-10-12
900740,740,Cyber Security Essentials 2024,Completed,2025-04-04
900741,741,Cyber Security Essentials 2024,Completed,2025-05-21
900742,742,Cyber Security Essentials 2024,In Progress,
900743,743,Cyber Security Essentials 2024,Completed,2026-02-16
900744,744,Cyber Security Essentials 2024,In Progress,
900745,745,Cyber Security Essentials 2024,Completed,2025-04-23
900746,746,Cyber Security Essentials 2024,Completed,2025-07-26
900747,747,Cyber Security Essentials 2024,In Progress,
900748,748,Cyber Security Essentials 2024,In Progress,
900749,749,Cyber Security Essentials 2024,In Progress,
900750,750,Cyber Security Essentials 2024,Completed,2025-08-14
900751,751,Cyber Security Essentials 2024,Completed,2026-03-07
900752,752,Cyber Security Essentials 2024,Completed,2025-07-19
900753,753,Cyber Security Essentials 2024,In Progress,
900754,754,Cyber Security Essentials 2024,Overdue,
900755,755,Cyber Security Essentials 2024,Completed,2025-03-31
900756,756,Cyber Security Essentials 2024,In Progress,
900757,757,Cyber Security Essentials 2024,Completed,2026-02-27
900758,758,Cyber Security Essentials 2024,Completed,2025-07-01
900759,759,Cyber Security Essentials 2024,Completed,2025-12-04
900760,760,Cyber Security Essentials 2024,Completed,2025-05-28
900761,761,Cyber Security Essentials 2024,Completed,2025-12-27
900762,762,Cyber Security Essentials 2024,Completed,2025-11-06
900763,763,Cyber Security Essentials 2024,Overdue,
900764,764,Cyber Security Essentials 2024,Completed,2025-12-26
900765,765,Cyber Security Essentials 2024,In Progress,
900766,766,Cyber Security Essentials 2024,Overdue,
900767,767,Cyber Security Essentials 2024,Completed,2025-03-27
900768,768,Cyber Security Essentials 2024,Completed,2025-10-17
900769,769,Cyber Security Essentials 2024,Completed,2025-08-23
900770,770,Cyber Security Essentials 2024,Overdue,
900771,771,Cyber Security Essentials 2024,Completed,2026-01-06
900772,772,Cyber Security Essentials 2024,Completed,2025-09-12
900773,773,Cyber Security Essentials 2024,In Progress,
900774,774,Cyber Security Essentials 2024,Completed,2025-04-12
900775,775,Cyber Security Essentials 2024,In Progress,
900776,776,Cyber Security Essentials 2024,Completed,2025-12-07
900777,777,Cyber Security Essentials 2024,In Progress,
900778,778,Cyber Security Essentials 2024,In Progress,
900779,779,Cyber Security Essentials 2024,Completed,2026-03-04
900780,780,Cyber Security Essentials 2024,Completed,2025-07-27
900781,781,Cyber Security Essentials 2024,Completed,2026-03-09
900782,782,Cyber Security Essentials 2024,In Progress,
900783,783,Cyber Security Essentials 2024,In Progress,
900784,784,Cyber Security Essentials 2024,In Progress,
900785,785,Cyber Security Essentials 2024,Completed,2025-04-15
900786,786,Cyber Security Essentials 2024,In Progress,
900787,787,Cyber Security Essentials 2024,In Progress,
900788,788,Cyber Security Essentials 2024,Completed,2025-08-28
900789,789,Cyber Security Essentials 2024,Overdue,
900790,790,Cyber Security Essentials 2024,In Progress,
900791,791,Cyber Security Essentials 2024,Overdue,
900792,792,Cyber Security Essentials 2024,Completed,2025-07-28
900793,793,Cyber Security Essentials 2024,Completed,2025-08-29
900794,794,Cyber Security Essentials 2024,Completed,2025-05-17
900795,795,Cyber Security Essentials 2024,Completed,2025-12-29
900796,796,Cyber Security Essentials 2024,Completed,2025-08-29
900797,797,Cyber Security Essentials 2024,Completed,2026-02-25
900798,798,Cyber Security Essentials 2024,Completed,2026-01-29
900799,799,Cyber Security Essentials 2024,Completed,2026-03-02
900800,800,Cyber Security Essentials 2024,Overdue,
900801,801,Cyber Security Essentials 2024,Completed,2026-02-13
900802,802,Cyber Security Essentials 2024,Completed,2025-05-05
900803,803,Cyber Security Essentials 2024,Completed,2025-08-16
900804,804,Cyber Security Essentials 2024,Completed,2025-12-16
900805,805,Cyber Security Essentials 2024,In Progress,
900806,806,Cyber Security Essentials 2024,Completed,2025-06-11
900807,807,Cyber Security Essentials 2024,Completed,2025-05-13
900808,808,Cyber Security Essentials 2024,Completed,2025-10-10
900809,809,Cyber Security Essentials 2024,Completed,2025-04-17
900810,810,Cyber Security Essentials 2024,Completed,2025-11-17
900811,811,Cyber Security Essentials 2024,Completed,2025-05-21
900812,812,Cyber Security Essentials 2024,Completed,2025-06-04
900813,813,Cyber Security Essentials 2024,Completed,2025-04-05
900814,814,Cyber Security Essentials 2024,Completed,2025-06-07
900815,815,Cyber Security Essentials 2024,Completed,2025-08-10
900816,816,Cyber Security Essentials 2024,Overdue,
900817,817,Cyber Security Essentials 2024,Completed,2025-09-06
900818,818,Cyber Security Essentials 2024,Completed,2025-12-26
900819,819,Cyber Security Essentials 2024,In Progress,
900820,820,Cyber Security Essentials 2024,Completed,2025-10-27
900821,821,Cyber Security Essentials 2024,Overdue,
900822,822,Cyber Security Essentials 2024,Completed,2025-04-08
900823,823,Cyber Security Essentials 2024,Completed,2026-02-09
900824,824,Cyber Security Essentials 2024,Overdue,
900825,825,Cyber Security Essentials 2024,Overdue,
900826,826,Cyber Security Essentials 2024,Completed,2026-03-21
900827,827,Cyber Security Essentials 2024,Completed,2025-09-21
900828,828,Cyber Security Essentials 2024,In Progress,
900829,829,Cyber Security Essentials 2024,In Progress,
900830,830,Cyber Security Essentials 2024,Completed,2025-11-30
900831,831,Cyber Security Essentials 2024,Completed,2025-04-17
900832,832,Cyber Security Essentials 2024,Completed,2025-07-27
900833,833,Cyber Security Essentials 2024,Completed,2025-05-24
900834,834,Cyber Security Essentials 2024,Completed,2025-05-28
900835,835,Cyber Security Essentials 2024,Completed,2025-12-13
900836,836,Cyber Security Essentials 2024,Completed,2025-10-28
900837,837,Cyber Security Essentials 2024,Completed,2026-02-25
900838,838,Cyber Security Essentials 2024,In Progress,
900839,839,Cyber Security Essentials 2024,Completed,2025-04-27
900840,840,Cyber Security Essentials 2024,Completed,2026-03-25
900841,841,Cyber Security Essentials 2024,Completed,2025-08-05
900842,842,Cyber Security Essentials 2024,Completed,2025-04-20
900843,843,Cyber Security Essentials 2024,In Progress,
900844,844,Cyber Security Essentials 2024,Completed,2025-10-14
900845,845,Cyber Security Essentials 2024,Completed,2025-10-30
900846,846,Cyber Security Essentials 2024,In Progress,
900847,847,Cyber Security Essentials 2024,Overdue,
900848,848,Cyber Security Essentials 2024,Overdue,
900849,849,Cyber Security Essentials 2024,Completed,2025-06-27
900850,850,Cyber Security Essentials 2024,Overdue,
900851,851,Cyber Security Essentials 2024,Overdue,
900852,852,Cyber Security Essentials 2024,Completed,2025-11-21
900853,853,Cyber Security Essentials 2024,Completed,2025-06-11
900854,854,Cyber Security Essentials 2024,Completed,2025-04-07
900855,855,Cyber Security Essentials 2024,Completed,2026-01-27
900856,856,Cyber Security Essentials 2024,Completed,2025-06-05
900857,857,Cyber Security Essentials 2024,Completed,2025-10-04
900858,858,Cyber Security Essentials 2024,Completed,2025-04-03
900859,859,Cyber Security Essentials 2024,In Progress,
900860,860,Cyber Security Essentials 2024,Completed,2025-06-04
900861,861,Cyber Security Essentials 2024,Completed,2025-09-10
900862,862,Cyber Security Essentials 2024,Completed,2026-03-19
900863,863,Cyber Security Essentials 2024,Completed,2025-09-15
900864,864,Cyber Security Essentials 2024,Overdue,
900865,865,Cyber Security Essentials 2024,Completed,2025-10-02
900866,866,Cyber Security Essentials 2024,Completed,2025-11-18
900867,867,Cyber Security Essentials 2024,Completed,2026-03-08
900868,868,Cyber Security Essentials 2024,Completed,2025-09-14
900869,869,Cyber Security Essentials 2024,Completed,2025-11-28
900870,870,Cyber Security Essentials 2024,Completed,2025-07-15
900871,871,Cyber Security Essentials 2024,Completed,2025-12-05
900872,872,Cyber Security Essentials 2024,Completed,2026-01-11
900873,873,Cyber Security Essentials 2024,Completed,2025-10-01
900874,874,Cyber Security Essentials 2024,In Progress,
900875,875,Cyber Security Essentials 2024,Completed,2026-01-23
900876,876,Cyber Security Essentials 2024,Completed,2026-02-23
900877,877,Cyber Security Essentials 2024,Overdue,
900878,878,Cyber Security Essentials 2024,Completed,2025-06-14
900879,879,Cyber Security Essentials 2024,Completed,2025-07-15
900880,880,Cyber Security Essentials 2024,Completed,2026-03-24
900881,881,Cyber Security Essentials 2024,Completed,2026-02-06
900882,882,Cyber Security Essentials 2024,Completed,2026-02-20
900883,883,Cyber Security Essentials 2024,Completed,2025-11-23
900884,884,Cyber Security Essentials 2024,Completed,2025-04-03
900885,885,Cyber Security Essentials 2024,Completed,2026-02-22
900886,886,Cyber Security Essentials 2024,Completed,2025-04-20
900887,887,Cyber Security Essentials 2024,Completed,2025-05-20
900888,888,Cyber Security Essentials 2024,Completed,2025-04-05
900889,889,Cyber Security Essentials 2024,Overdue,
900890,890,Cyber Security Essentials 2024,Completed,2025-08-30
900891,891,Cyber Security Essentials 2024,Completed,2025-10-29
900892,892,Cyber Security Essentials 2024,Completed,2025-10-28
900893,893,Cyber Security Essentials 2024,Completed,2025-09-09
900894,894,Cyber Security Essentials 2024,Completed,2025-06-23
900895,895,Cyber Security Essentials 2024,Completed,2025-06-13
900896,896,Cyber Security Essentials 2024,Completed,2026-02-15
900897,897,Cyber Security Essentials 2024,Completed,2026-02-10
900898,898,Cyber Security Essentials 2024,Completed,2025-05-09
900899,899,Cyber Security Essentials 2024,Overdue,
900900,900,Cyber Security Essentials 2024,Completed,2026-01-26
900901,901,Cyber Security Essentials 2024,Completed,2026-03-25
900902,902,Cyber Security Essentials 2024,In Progress,
900903,903,Cyber Security Essentials 2024,Completed,2025-11-19
900904,904,Cyber Security Essentials 2024,Completed,2025-07-28
900905,905,Cyber Security Essentials 2024,Overdue,
900906,906,Cyber Security Essentials 2024,Completed,2025-06-20
900907,907,Cyber Security Essentials 2024,Completed,2025-05-21
900908,908,Cyber Security Essentials 2024,Overdue,
900909,909,Cyber Security Essentials 2024,In Progress,
900910,910,Cyber Security Essentials 2024,Overdue,
900911,911,Cyber Security Essentials 2024,Completed,2025-05-25
900912,912,Cyber Security Essentials 2024,In Progress,
900913,913,Cyber Security Essentials 2024,Completed,2025-07-24
900914,914,Cyber Security Essentials 2024,Completed,2025-10-09
900915,915,Cyber Security Essentials 2024,Completed,2025-10-25
900916,916,Cyber Security Essentials 2024,In Progress,
900917,917,Cyber Security Essentials 2024,Completed,2025-12-14
900918,918,Cyber Security Essentials 2024,Overdue,
900919,919,Cyber Security Essentials 2024,Completed,2025-07-06
900920,920,Cyber Security Essentials 2024,In Progress,
900921,921,Cyber Security Essentials 2024,Completed,2025-09-06
900922,922,Cyber Security Essentials 2024,In Progress,
900923,923,Cyber Security Essentials 2024,Overdue,
900924,924,Cyber Security Essentials 2024,In Progress,
900925,925,Cyber Security Essentials 2024,Completed,2025-04-19
900926,926,Cyber Security Essentials 2024,Completed,2025-08-20
900927,927,Cyber Security Essentials 2024,In Progress,
900928,928,Cyber Security Essentials 2024,Completed,2025-08-21
900929,929,Cyber Security Essentials 2024,In Progress,
900930,930,Cyber Security Essentials 2024,Completed,2025-06-29
900931,931,Cyber Security Essentials 2024,Completed,2025-10-07
900932,932,Cyber Security Essentials 2024,Completed,2025-12-24
900933,933,Cyber Security Essentials 2024,Completed,2026-01-22
900934,934,Cyber Security Essentials 2024,Completed,2025-11-24
900935,935,Cyber Security Essentials 2024,Completed,2025-06-17
900936,936,Cyber Security Essentials 2024,Completed,2026-02-22
900937,937,Cyber Security Essentials 2024,Completed,2026-01-18
900938,938,Cyber Security Essentials 2024,Completed,2025-11-21
900939,939,Cyber Security Essentials 2024,Completed,2025-04-06
900940,940,Cyber Security Essentials 2024,Completed,2026-02-24
900941,941,Cyber Security Essentials 2024,Completed,2025-07-10
900942,942,Cyber Security Essentials 2024,Completed,2026-03-08
900943,943,Cyber Security Essentials 2024,Completed,2025-04-28
900944,944,Cyber Security Essentials 2024,Completed,2025-05-03
900945,945,Cyber Security Essentials 2024,Completed,2025-05-11
900946,946,Cyber Security Essentials 2024,Completed,2026-03-12
900947,947,Cyber Security Essentials 2024,Completed,2025-03-29
900948,948,Cyber Security Essentials 2024,Completed,2025-04-01
900949,949,Cyber Security Essentials 2024,Completed,2025-11-19
900950,950,Cyber Security Essentials 2024,Completed,2025-04-30
900951,951,Cyber Security Essentials 2024,Completed,2025-11-18
900952,952,Cyber Security Essentials 2024,Completed,2026-02-21
900953,953,Cyber Security Essentials 2024,In Progress,
900954,954,Cyber Security Essentials 2024,Overdue,
900955,955,Cyber Security Essentials 2024,Completed,2025-04-18
900956,956,Cyber Security Essentials 2024,Completed,2025-08-06
900957,957,Cyber Security Essentials 2024,In Progress,
900958,958,Cyber Security Essentials 2024,Completed,2025-08-12
900959,959,Cyber Security Essentials 2024,Completed,2026-03-22
900960,960,Cyber Security Essentials 2024,Completed,2025-05-20
900961,961,Cyber Security Essentials 2024,Completed,2025-05-18
900962,962,Cyber Security Essentials 2024,Completed,2025-06-28
900963,963,Cyber Security Essentials 2024,Completed,2025-08-15
900964,964,Cyber Security Essentials 2024,Completed,2025-11-27
900965,965,Cyber Security Essentials 2024,Completed,2025-10-28
900966,966,Cyber Security Essentials 2024,Completed,2025-05-19
900967,967,Cyber Security Essentials 2024,Completed,2025-07-30
900968,968,Cyber Security Essentials 2024,Completed,2025-08-04
900969,969,Cyber Security Essentials 2024,Completed,2025-05-22
900970,970,Cyber Security Essentials 2024,Completed,2025-07-31
900971,971,Cyber Security Essentials 2024,Completed,2025-05-08
900972,972,Cyber Security Essentials 2024,Completed,2025-10-23
900973,973,Cyber Security Essentials 2024,Completed,2025-07-18
900974,974,Cyber Security Essentials 2024,Overdue,
900975,975,Cyber Security Essentials 2024,Completed,2025-11-28
900976,976,Cyber Security Essentials 2024,In Progress,
900977,977,Cyber Security Essentials 2024,Completed,2026-03-09
900978,978,Cyber Security Essentials 2024,Completed,2025-04-03
900979,979,Cyber Security Essentials 2024,Completed,2025-09-19
900980,980,Cyber Security Essentials 2024,Completed,2025-04-04
900981,981,Cyber Security Essentials 2024,Completed,2025-07-10
900982,982,Cyber Security Essentials 2024,Completed,2025-03-31
900983,983,Cyber Security Essentials 2024,Overdue,
900984,984,Cyber Security Essentials 2024,Overdue,
900985,985,Cyber Security Essentials 2024,Completed,2026-02-07
900986,986,Cyber Security Essentials 2024,Overdue,
900987,987,Cyber Security Essentials 2024,Completed,2025-07-21
900988,988,Cyber Security Essentials 2024,Completed,2025-07-24
900989,989,Cyber Security Essentials 2024,Completed,2026-03-09
900990,990,Cyber Security Essentials 2024,Completed,2025-11-19
900991,991,Cyber Security Essentials 2024,Completed,2025-10-27
900992,992,Cyber Security Essentials 2024,Completed,2026-02-18
900993,993,Cyber Security Essentials 2024,Completed,2026-02-02
900994,994,Cyber Security Essentials 2024,Completed,2025-09-06
900995,995,Cyber Security Essentials 2024,Completed,2026-01-27
900996,996,Cyber Security Essentials 2024,In Progress,
900997,997,Cyber Security Essentials 2024,Overdue,
900998,998,Cyber Security Essentials 2024,Completed,2025-09-30
900999,999,Cyber Security Essentials 2024,Completed,2025-10-29
901000,1000,Cyber Security Essentials 2024,Completed,2026-01-15
